,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
4202,Brazil,Sweet potatoes,2007,120680,1761.0,304031.0,25.44
4203,Brazil,Wheat,2007,22199,1761.0,304031.0,22.19
4204,Brazil,Wheat,2007,22199,1761.0,304031.0,20.93
4205,Brazil,Wheat,2007,22199,1761.0,304031.0,18.66
4206,Brazil,Wheat,2007,22199,1761.0,304031.0,18.66
4207,Brazil,Wheat,2007,22199,1761.0,304031.0,27.92
4208,Brazil,Wheat,2007,22199,1761.0,304031.0,20.93
4209,Brazil,Wheat,2007,22199,1761.0,304031.0,27.32
4210,Brazil,Wheat,2007,22199,1761.0,304031.0,19.05
4211,Brazil,Wheat,2007,22199,1761.0,304031.0,
4212,Brazil,Wheat,2007,22199,1761.0,304031.0,24.78
4213,Brazil,Wheat,2007,22199,1761.0,304031.0,25.44
4214,Brazil,Yams,2007,92593,1761.0,304031.0,22.19
4215,Brazil,Yams,2007,92593,1761.0,304031.0,20.93
4216,Brazil,Yams,2007,92593,1761.0,304031.0,18.66
4217,Brazil,Yams,2007,92593,1761.0,304031.0,18.66
4218,Brazil,Yams,2007,92593,1761.0,304031.0,27.92
4219,Brazil,Yams,2007,92593,1761.0,304031.0,20.93
4220,Brazil,Yams,2007,92593,1761.0,304031.0,27.32
4221,Brazil,Yams,2007,92593,1761.0,304031.0,19.05
4222,Brazil,Yams,2007,92593,1761.0,304031.0,
4223,Brazil,Yams,2007,92593,1761.0,304031.0,24.78
4224,Brazil,Yams,2007,92593,1761.0,304031.0,25.44
4225,Brazil,Cassava,2008,141371,1761.0,312637.0,21.86
4226,Brazil,Cassava,2008,141371,1761.0,312637.0,20.22
4227,Brazil,Cassava,2008,141371,1761.0,312637.0,17.88
4228,Brazil,Cassava,2008,141371,1761.0,312637.0,17.88
4229,Brazil,Cassava,2008,141371,1761.0,312637.0,27.54
4230,Brazil,Cassava,2008,141371,1761.0,312637.0,
4231,Brazil,Cassava,2008,141371,1761.0,312637.0,26.94
4232,Brazil,Cassava,2008,141371,1761.0,312637.0,18.8
4233,Brazil,Cassava,2008,141371,1761.0,312637.0,25.96
4234,Brazil,Cassava,2008,141371,1761.0,312637.0,24.26
4235,Brazil,Cassava,2008,141371,1761.0,312637.0,25.54
4236,Brazil,Maize,2008,40800,1761.0,312637.0,21.86
4237,Brazil,Maize,2008,40800,1761.0,312637.0,20.22
4238,Brazil,Maize,2008,40800,1761.0,312637.0,17.88
4239,Brazil,Maize,2008,40800,1761.0,312637.0,17.88
4240,Brazil,Maize,2008,40800,1761.0,312637.0,27.54
4241,Brazil,Maize,2008,40800,1761.0,312637.0,
4242,Brazil,Maize,2008,40800,1761.0,312637.0,26.94
4243,Brazil,Maize,2008,40800,1761.0,312637.0,18.8
4244,Brazil,Maize,2008,40800,1761.0,312637.0,25.96
4245,Brazil,Maize,2008,40800,1761.0,312637.0,24.26
4246,Brazil,Maize,2008,40800,1761.0,312637.0,25.54
4247,Brazil,Potatoes,2008,253729,1761.0,312637.0,21.86
4248,Brazil,Potatoes,2008,253729,1761.0,312637.0,20.22
4249,Brazil,Potatoes,2008,253729,1761.0,312637.0,17.88
4250,Brazil,Potatoes,2008,253729,1761.0,312637.0,17.88
4251,Brazil,Potatoes,2008,253729,1761.0,312637.0,27.54
4252,Brazil,Potatoes,2008,253729,1761.0,312637.0,
4253,Brazil,Potatoes,2008,253729,1761.0,312637.0,26.94
4254,Brazil,Potatoes,2008,253729,1761.0,312637.0,18.8
4255,Brazil,Potatoes,2008,253729,1761.0,312637.0,25.96
4256,Brazil,Potatoes,2008,253729,1761.0,312637.0,24.26
4257,Brazil,Potatoes,2008,253729,1761.0,312637.0,25.54
4258,Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,21.86
4259,Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,20.22
4260,Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,17.88
4261,Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,17.88
4262,Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,27.54
4263,Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,
4264,Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,26.94
4265,Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,18.8
4266,Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,25.96
4267,Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,24.26
4268,Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,25.54
4269,Brazil,Sorghum,2008,24105,1761.0,312637.0,21.86
4270,Brazil,Sorghum,2008,24105,1761.0,312637.0,20.22
4271,Brazil,Sorghum,2008,24105,1761.0,312637.0,17.88
4272,Brazil,Sorghum,2008,24105,1761.0,312637.0,17.88
4273,Brazil,Sorghum,2008,24105,1761.0,312637.0,27.54
4274,Brazil,Sorghum,2008,24105,1761.0,312637.0,
4275,Brazil,Sorghum,2008,24105,1761.0,312637.0,26.94
4276,Brazil,Sorghum,2008,24105,1761.0,312637.0,18.8
4277,Brazil,Sorghum,2008,24105,1761.0,312637.0,25.96
4278,Brazil,Sorghum,2008,24105,1761.0,312637.0,24.26
4279,Brazil,Sorghum,2008,24105,1761.0,312637.0,25.54
4280,Brazil,Soybeans,2008,28162,1761.0,312637.0,21.86
4281,Brazil,Soybeans,2008,28162,1761.0,312637.0,20.22
4282,Brazil,Soybeans,2008,28162,1761.0,312637.0,17.88
4283,Brazil,Soybeans,2008,28162,1761.0,312637.0,17.88
4284,Brazil,Soybeans,2008,28162,1761.0,312637.0,27.54
4285,Brazil,Soybeans,2008,28162,1761.0,312637.0,
4286,Brazil,Soybeans,2008,28162,1761.0,312637.0,26.94
4287,Brazil,Soybeans,2008,28162,1761.0,312637.0,18.8
4288,Brazil,Soybeans,2008,28162,1761.0,312637.0,25.96
4289,Brazil,Soybeans,2008,28162,1761.0,312637.0,24.26
4290,Brazil,Soybeans,2008,28162,1761.0,312637.0,25.54
4291,Brazil,Sweet potatoes,2008,120398,1761.0,312637.0,21.86
4292,Brazil,Sweet potatoes,2008,120398,1761.0,312637.0,20.22
4293,Brazil,Sweet potatoes,2008,120398,1761.0,312637.0,17.88
4294,Brazil,Sweet potatoes,2008,120398,1761.0,312637.0,17.88
4295,Brazil,Sweet potatoes,2008,120398,1761.0,312637.0,27.54
4296,Brazil,Sweet potatoes,2008,120398,1761.0,312637.0,
4297,Brazil,Sweet potatoes,2008,120398,1761.0,312637.0,26.94
4298,Brazil,Sweet potatoes,2008,120398,1761.0,312637.0,18.8
4299,Brazil,Sweet potatoes,2008,120398,1761.0,312637.0,25.96
4300,Brazil,Sweet potatoes,2008,120398,1761.0,312637.0,24.26
4301,Brazil,Sweet potatoes,2008,120398,1761.0,312637.0,25.54
4302,Brazil,Wheat,2008,25497,1761.0,312637.0,21.86
4303,Brazil,Wheat,2008,25497,1761.0,312637.0,20.22
4304,Brazil,Wheat,2008,25497,1761.0,312637.0,17.88
4305,Brazil,Wheat,2008,25497,1761.0,312637.0,17.88
4306,Brazil,Wheat,2008,25497,1761.0,312637.0,27.54
4307,Brazil,Wheat,2008,25497,1761.0,312637.0,
4308,Brazil,Wheat,2008,25497,1761.0,312637.0,26.94
4309,Brazil,Wheat,2008,25497,1761.0,312637.0,18.8
4310,Brazil,Wheat,2008,25497,1761.0,312637.0,25.96
4311,Brazil,Wheat,2008,25497,1761.0,312637.0,24.26
4312,Brazil,Wheat,2008,25497,1761.0,312637.0,25.54
4313,Brazil,Yams,2008,93753,1761.0,312637.0,21.86
4314,Brazil,Yams,2008,93753,1761.0,312637.0,20.22
4315,Brazil,Yams,2008,93753,1761.0,312637.0,17.88
4316,Brazil,Yams,2008,93753,1761.0,312637.0,17.88
4317,Brazil,Yams,2008,93753,1761.0,312637.0,27.54
4318,Brazil,Yams,2008,93753,1761.0,312637.0,
4319,Brazil,Yams,2008,93753,1761.0,312637.0,26.94
4320,Brazil,Yams,2008,93753,1761.0,312637.0,18.8
4321,Brazil,Yams,2008,93753,1761.0,312637.0,25.96
4322,Brazil,Yams,2008,93753,1761.0,312637.0,24.26
4323,Brazil,Yams,2008,93753,1761.0,312637.0,25.54
4324,Brazil,Cassava,2009,138613,1761.0,,22.25
4325,Brazil,Cassava,2009,138613,1761.0,,20.78
4326,Brazil,Cassava,2009,138613,1761.0,,18.38
4327,Brazil,Cassava,2009,138613,1761.0,,18.38
4328,Brazil,Cassava,2009,138613,1761.0,,27.39
4329,Brazil,Cassava,2009,138613,1761.0,,20.78
4330,Brazil,Cassava,2009,138613,1761.0,,27.39
4331,Brazil,Cassava,2009,138613,1761.0,,18.84
4332,Brazil,Cassava,2009,138613,1761.0,,26.3
4333,Brazil,Cassava,2009,138613,1761.0,,24.98
4334,Brazil,Cassava,2009,138613,1761.0,,26.0
4335,Brazil,Maize,2009,37145,1761.0,,22.25
4336,Brazil,Maize,2009,37145,1761.0,,20.78
4337,Brazil,Maize,2009,37145,1761.0,,18.38
4338,Brazil,Maize,2009,37145,1761.0,,18.38
4339,Brazil,Maize,2009,37145,1761.0,,27.39
4340,Brazil,Maize,2009,37145,1761.0,,20.78
4341,Brazil,Maize,2009,37145,1761.0,,27.39
4342,Brazil,Maize,2009,37145,1761.0,,18.84
4343,Brazil,Maize,2009,37145,1761.0,,26.3
4344,Brazil,Maize,2009,37145,1761.0,,24.98
4345,Brazil,Maize,2009,37145,1761.0,,26.0
4346,Brazil,Potatoes,2009,248299,1761.0,,22.25
4347,Brazil,Potatoes,2009,248299,1761.0,,20.78
4348,Brazil,Potatoes,2009,248299,1761.0,,18.38
4349,Brazil,Potatoes,2009,248299,1761.0,,18.38
4350,Brazil,Potatoes,2009,248299,1761.0,,27.39
4351,Brazil,Potatoes,2009,248299,1761.0,,20.78
4352,Brazil,Potatoes,2009,248299,1761.0,,27.39
4353,Brazil,Potatoes,2009,248299,1761.0,,18.84
4354,Brazil,Potatoes,2009,248299,1761.0,,26.3
4355,Brazil,Potatoes,2009,248299,1761.0,,24.98
4356,Brazil,Potatoes,2009,248299,1761.0,,26.0
4357,Brazil,"Rice, paddy",2009,44049,1761.0,,22.25
4358,Brazil,"Rice, paddy",2009,44049,1761.0,,20.78
4359,Brazil,"Rice, paddy",2009,44049,1761.0,,18.38
4360,Brazil,"Rice, paddy",2009,44049,1761.0,,18.38
4361,Brazil,"Rice, paddy",2009,44049,1761.0,,27.39
4362,Brazil,"Rice, paddy",2009,44049,1761.0,,20.78
4363,Brazil,"Rice, paddy",2009,44049,1761.0,,27.39
4364,Brazil,"Rice, paddy",2009,44049,1761.0,,18.84
4365,Brazil,"Rice, paddy",2009,44049,1761.0,,26.3
4366,Brazil,"Rice, paddy",2009,44049,1761.0,,24.98
4367,Brazil,"Rice, paddy",2009,44049,1761.0,,26.0
4368,Brazil,Sorghum,2009,23378,1761.0,,22.25
4369,Brazil,Sorghum,2009,23378,1761.0,,20.78
4370,Brazil,Sorghum,2009,23378,1761.0,,18.38
4371,Brazil,Sorghum,2009,23378,1761.0,,18.38
4372,Brazil,Sorghum,2009,23378,1761.0,,27.39
4373,Brazil,Sorghum,2009,23378,1761.0,,20.78
4374,Brazil,Sorghum,2009,23378,1761.0,,27.39
4375,Brazil,Sorghum,2009,23378,1761.0,,18.84
4376,Brazil,Sorghum,2009,23378,1761.0,,26.3
4377,Brazil,Sorghum,2009,23378,1761.0,,24.98
4378,Brazil,Sorghum,2009,23378,1761.0,,26.0
4379,Brazil,Soybeans,2009,26365,1761.0,,22.25
4380,Brazil,Soybeans,2009,26365,1761.0,,20.78
4381,Brazil,Soybeans,2009,26365,1761.0,,18.38
4382,Brazil,Soybeans,2009,26365,1761.0,,18.38
4383,Brazil,Soybeans,2009,26365,1761.0,,27.39
4384,Brazil,Soybeans,2009,26365,1761.0,,20.78
4385,Brazil,Soybeans,2009,26365,1761.0,,27.39
4386,Brazil,Soybeans,2009,26365,1761.0,,18.84
4387,Brazil,Soybeans,2009,26365,1761.0,,26.3
4388,Brazil,Soybeans,2009,26365,1761.0,,24.98
4389,Brazil,Soybeans,2009,26365,1761.0,,26.0
4390,Brazil,Sweet potatoes,2009,113035,1761.0,,22.25
4391,Brazil,Sweet potatoes,2009,113035,1761.0,,20.78
4392,Brazil,Sweet potatoes,2009,113035,1761.0,,18.38
4393,Brazil,Sweet potatoes,2009,113035,1761.0,,18.38
4394,Brazil,Sweet potatoes,2009,113035,1761.0,,27.39
4395,Brazil,Sweet potatoes,2009,113035,1761.0,,20.78
4396,Brazil,Sweet potatoes,2009,113035,1761.0,,27.39
4397,Brazil,Sweet potatoes,2009,113035,1761.0,,18.84
4398,Brazil,Sweet potatoes,2009,113035,1761.0,,26.3
4399,Brazil,Sweet potatoes,2009,113035,1761.0,,24.98
4400,Brazil,Sweet potatoes,2009,113035,1761.0,,26.0
4401,Brazil,Wheat,2009,20802,1761.0,,22.25
4402,Brazil,Wheat,2009,20802,1761.0,,20.78
4403,Brazil,Wheat,2009,20802,1761.0,,18.38
4404,Brazil,Wheat,2009,20802,1761.0,,18.38
4405,Brazil,Wheat,2009,20802,1761.0,,27.39
4406,Brazil,Wheat,2009,20802,1761.0,,20.78
4407,Brazil,Wheat,2009,20802,1761.0,,27.39
4408,Brazil,Wheat,2009,20802,1761.0,,18.84
4409,Brazil,Wheat,2009,20802,1761.0,,26.3
4410,Brazil,Wheat,2009,20802,1761.0,,24.98
4411,Brazil,Wheat,2009,20802,1761.0,,26.0
4412,Brazil,Yams,2009,94599,1761.0,,22.25
4413,Brazil,Yams,2009,94599,1761.0,,20.78
4414,Brazil,Yams,2009,94599,1761.0,,18.38
4415,Brazil,Yams,2009,94599,1761.0,,18.38
4416,Brazil,Yams,2009,94599,1761.0,,27.39
4417,Brazil,Yams,2009,94599,1761.0,,20.78
4418,Brazil,Yams,2009,94599,1761.0,,27.39
4419,Brazil,Yams,2009,94599,1761.0,,18.84
4420,Brazil,Yams,2009,94599,1761.0,,26.3
4421,Brazil,Yams,2009,94599,1761.0,,24.98
4422,Brazil,Yams,2009,94599,1761.0,,26.0
4423,Brazil,Cassava,2010,139499,1761.0,342580.0,22.12
4424,Brazil,Cassava,2010,139499,1761.0,342580.0,20.72
4425,Brazil,Cassava,2010,139499,1761.0,342580.0,18.18
4426,Brazil,Cassava,2010,139499,1761.0,342580.0,18.18
4427,Brazil,Cassava,2010,139499,1761.0,342580.0,28.18
4428,Brazil,Cassava,2010,139499,1761.0,342580.0,20.72
4429,Brazil,Cassava,2010,139499,1761.0,342580.0,27.56
4430,Brazil,Cassava,2010,139499,1761.0,342580.0,19.01
4431,Brazil,Cassava,2010,139499,1761.0,342580.0,26.3
4432,Brazil,Cassava,2010,139499,1761.0,342580.0,24.95
4433,Brazil,Cassava,2010,139499,1761.0,342580.0,25.78
4434,Brazil,Maize,2010,43667,1761.0,342580.0,22.12
4435,Brazil,Maize,2010,43667,1761.0,342580.0,20.72
4436,Brazil,Maize,2010,43667,1761.0,342580.0,18.18
4437,Brazil,Maize,2010,43667,1761.0,342580.0,18.18
4438,Brazil,Maize,2010,43667,1761.0,342580.0,28.18
4439,Brazil,Maize,2010,43667,1761.0,342580.0,20.72
4440,Brazil,Maize,2010,43667,1761.0,342580.0,27.56
4441,Brazil,Maize,2010,43667,1761.0,342580.0,19.01
4442,Brazil,Maize,2010,43667,1761.0,342580.0,26.3
4443,Brazil,Maize,2010,43667,1761.0,342580.0,24.95
4444,Brazil,Maize,2010,43667,1761.0,342580.0,25.78
4445,Brazil,Potatoes,2010,258859,1761.0,342580.0,22.12
4446,Brazil,Potatoes,2010,258859,1761.0,342580.0,20.72
4447,Brazil,Potatoes,2010,258859,1761.0,342580.0,18.18
4448,Brazil,Potatoes,2010,258859,1761.0,342580.0,18.18
4449,Brazil,Potatoes,2010,258859,1761.0,342580.0,28.18
4450,Brazil,Potatoes,2010,258859,1761.0,342580.0,20.72
4451,Brazil,Potatoes,2010,258859,1761.0,342580.0,27.56
4452,Brazil,Potatoes,2010,258859,1761.0,342580.0,19.01
4453,Brazil,Potatoes,2010,258859,1761.0,342580.0,26.3
4454,Brazil,Potatoes,2010,258859,1761.0,342580.0,24.95
4455,Brazil,Potatoes,2010,258859,1761.0,342580.0,25.78
4456,Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,22.12
4457,Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,20.72
4458,Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,18.18
4459,Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,18.18
4460,Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,28.18
4461,Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,20.72
4462,Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,27.56
4463,Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,19.01
4464,Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,26.3
4465,Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,24.95
4466,Brazil,"Rice, paddy",2010,41271,1761.0,342580.0,25.78
4467,Brazil,Sorghum,2010,23172,1761.0,342580.0,22.12
4468,Brazil,Sorghum,2010,23172,1761.0,342580.0,20.72
4469,Brazil,Sorghum,2010,23172,1761.0,342580.0,18.18
4470,Brazil,Sorghum,2010,23172,1761.0,342580.0,18.18
4471,Brazil,Sorghum,2010,23172,1761.0,342580.0,28.18
4472,Brazil,Sorghum,2010,23172,1761.0,342580.0,20.72
4473,Brazil,Sorghum,2010,23172,1761.0,342580.0,27.56
4474,Brazil,Sorghum,2010,23172,1761.0,342580.0,19.01
4475,Brazil,Sorghum,2010,23172,1761.0,342580.0,26.3
4476,Brazil,Sorghum,2010,23172,1761.0,342580.0,24.95
4477,Brazil,Sorghum,2010,23172,1761.0,342580.0,25.78
4478,Brazil,Soybeans,2010,29475,1761.0,342580.0,22.12
4479,Brazil,Soybeans,2010,29475,1761.0,342580.0,20.72
4480,Brazil,Soybeans,2010,29475,1761.0,342580.0,18.18
4481,Brazil,Soybeans,2010,29475,1761.0,342580.0,18.18
4482,Brazil,Soybeans,2010,29475,1761.0,342580.0,28.18
4483,Brazil,Soybeans,2010,29475,1761.0,342580.0,20.72
4484,Brazil,Soybeans,2010,29475,1761.0,342580.0,27.56
4485,Brazil,Soybeans,2010,29475,1761.0,342580.0,19.01
4486,Brazil,Soybeans,2010,29475,1761.0,342580.0,26.3
4487,Brazil,Soybeans,2010,29475,1761.0,342580.0,24.95
4488,Brazil,Soybeans,2010,29475,1761.0,342580.0,25.78
4489,Brazil,Sweet potatoes,2010,118459,1761.0,342580.0,22.12
4490,Brazil,Sweet potatoes,2010,118459,1761.0,342580.0,20.72
4491,Brazil,Sweet potatoes,2010,118459,1761.0,342580.0,18.18
4492,Brazil,Sweet potatoes,2010,118459,1761.0,342580.0,18.18
4493,Brazil,Sweet potatoes,2010,118459,1761.0,342580.0,28.18
4494,Brazil,Sweet potatoes,2010,118459,1761.0,342580.0,20.72
4495,Brazil,Sweet potatoes,2010,118459,1761.0,342580.0,27.56
4496,Brazil,Sweet potatoes,2010,118459,1761.0,342580.0,19.01
4497,Brazil,Sweet potatoes,2010,118459,1761.0,342580.0,26.3
4498,Brazil,Sweet potatoes,2010,118459,1761.0,342580.0,24.95
4499,Brazil,Sweet potatoes,2010,118459,1761.0,342580.0,25.78
4500,Brazil,Wheat,2010,28288,1761.0,342580.0,22.12
4501,Brazil,Wheat,2010,28288,1761.0,342580.0,20.72
4502,Brazil,Wheat,2010,28288,1761.0,342580.0,18.18
4503,Brazil,Wheat,2010,28288,1761.0,342580.0,18.18
4504,Brazil,Wheat,2010,28288,1761.0,342580.0,28.18
4505,Brazil,Wheat,2010,28288,1761.0,342580.0,20.72
4506,Brazil,Wheat,2010,28288,1761.0,342580.0,27.56
4507,Brazil,Wheat,2010,28288,1761.0,342580.0,19.01
4508,Brazil,Wheat,2010,28288,1761.0,342580.0,26.3
4509,Brazil,Wheat,2010,28288,1761.0,342580.0,24.95
4510,Brazil,Wheat,2010,28288,1761.0,342580.0,25.78
4511,Brazil,Yams,2010,95332,1761.0,342580.0,22.12
4512,Brazil,Yams,2010,95332,1761.0,342580.0,20.72
4513,Brazil,Yams,2010,95332,1761.0,342580.0,18.18
4514,Brazil,Yams,2010,95332,1761.0,342580.0,18.18
4515,Brazil,Yams,2010,95332,1761.0,342580.0,28.18
4516,Brazil,Yams,2010,95332,1761.0,342580.0,20.72
4517,Brazil,Yams,2010,95332,1761.0,342580.0,27.56
4518,Brazil,Yams,2010,95332,1761.0,342580.0,19.01
4519,Brazil,Yams,2010,95332,1761.0,342580.0,26.3
4520,Brazil,Yams,2010,95332,1761.0,342580.0,24.95
4521,Brazil,Yams,2010,95332,1761.0,342580.0,25.78
4522,Brazil,Cassava,2011,146230,1761.0,345026.0,21.74
4523,Brazil,Cassava,2011,146230,1761.0,345026.0,20.33
4524,Brazil,Cassava,2011,146230,1761.0,345026.0,18.01
4525,Brazil,Cassava,2011,146230,1761.0,345026.0,18.01
4526,Brazil,Cassava,2011,146230,1761.0,345026.0,27.36
4527,Brazil,Cassava,2011,146230,1761.0,345026.0,20.33
4528,Brazil,Cassava,2011,146230,1761.0,345026.0,
4529,Brazil,Cassava,2011,146230,1761.0,345026.0,18.82
4530,Brazil,Cassava,2011,146230,1761.0,345026.0,25.89
4531,Brazil,Cassava,2011,146230,1761.0,345026.0,24.32
4532,Brazil,Cassava,2011,146230,1761.0,345026.0,25.28
4533,Brazil,Maize,2011,42107,1761.0,345026.0,21.74
4534,Brazil,Maize,2011,42107,1761.0,345026.0,20.33
4535,Brazil,Maize,2011,42107,1761.0,345026.0,18.01
4536,Brazil,Maize,2011,42107,1761.0,345026.0,18.01
4537,Brazil,Maize,2011,42107,1761.0,345026.0,27.36
4538,Brazil,Maize,2011,42107,1761.0,345026.0,20.33
4539,Brazil,Maize,2011,42107,1761.0,345026.0,
4540,Brazil,Maize,2011,42107,1761.0,345026.0,18.82
4541,Brazil,Maize,2011,42107,1761.0,345026.0,25.89
4542,Brazil,Maize,2011,42107,1761.0,345026.0,24.32
4543,Brazil,Maize,2011,42107,1761.0,345026.0,25.28
4544,Brazil,Potatoes,2011,262528,1761.0,345026.0,21.74
4545,Brazil,Potatoes,2011,262528,1761.0,345026.0,20.33
4546,Brazil,Potatoes,2011,262528,1761.0,345026.0,18.01
4547,Brazil,Potatoes,2011,262528,1761.0,345026.0,18.01
4548,Brazil,Potatoes,2011,262528,1761.0,345026.0,27.36
4549,Brazil,Potatoes,2011,262528,1761.0,345026.0,20.33
4550,Brazil,Potatoes,2011,262528,1761.0,345026.0,
4551,Brazil,Potatoes,2011,262528,1761.0,345026.0,18.82
4552,Brazil,Potatoes,2011,262528,1761.0,345026.0,25.89
4553,Brazil,Potatoes,2011,262528,1761.0,345026.0,24.32
4554,Brazil,Potatoes,2011,262528,1761.0,345026.0,25.28
4555,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,21.74
4556,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,20.33
4557,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,18.01
4558,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,18.01
4559,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,27.36
4560,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,20.33
4561,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,
4562,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,18.82
4563,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,25.89
4564,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,24.32
4565,Brazil,"Rice, paddy",2011,48956,1761.0,345026.0,25.28
4566,Brazil,Sorghum,2011,25497,1761.0,345026.0,21.74
4567,Brazil,Sorghum,2011,25497,1761.0,345026.0,20.33
4568,Brazil,Sorghum,2011,25497,1761.0,345026.0,18.01
4569,Brazil,Sorghum,2011,25497,1761.0,345026.0,18.01
4570,Brazil,Sorghum,2011,25497,1761.0,345026.0,27.36
4571,Brazil,Sorghum,2011,25497,1761.0,345026.0,20.33
4572,Brazil,Sorghum,2011,25497,1761.0,345026.0,
4573,Brazil,Sorghum,2011,25497,1761.0,345026.0,18.82
4574,Brazil,Sorghum,2011,25497,1761.0,345026.0,25.89
4575,Brazil,Sorghum,2011,25497,1761.0,345026.0,24.32
4576,Brazil,Sorghum,2011,25497,1761.0,345026.0,25.28
4577,Brazil,Soybeans,2011,31214,1761.0,345026.0,21.74
4578,Brazil,Soybeans,2011,31214,1761.0,345026.0,20.33
4579,Brazil,Soybeans,2011,31214,1761.0,345026.0,18.01
4580,Brazil,Soybeans,2011,31214,1761.0,345026.0,18.01
4581,Brazil,Soybeans,2011,31214,1761.0,345026.0,27.36
4582,Brazil,Soybeans,2011,31214,1761.0,345026.0,20.33
4583,Brazil,Soybeans,2011,31214,1761.0,345026.0,
4584,Brazil,Soybeans,2011,31214,1761.0,345026.0,18.82
4585,Brazil,Soybeans,2011,31214,1761.0,345026.0,25.89
4586,Brazil,Soybeans,2011,31214,1761.0,345026.0,24.32
4587,Brazil,Soybeans,2011,31214,1761.0,345026.0,25.28
4588,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,21.74
4589,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,20.33
4590,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,18.01
4591,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,18.01
4592,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,27.36
4593,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,20.33
4594,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,
4595,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,18.82
4596,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,25.89
4597,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,24.32
4598,Brazil,Sweet potatoes,2011,124266,1761.0,345026.0,25.28
4599,Brazil,Wheat,2011,26602,1761.0,345026.0,21.74
4600,Brazil,Wheat,2011,26602,1761.0,345026.0,20.33
4601,Brazil,Wheat,2011,26602,1761.0,345026.0,18.01
4602,Brazil,Wheat,2011,26602,1761.0,345026.0,18.01
4603,Brazil,Wheat,2011,26602,1761.0,345026.0,27.36
4604,Brazil,Wheat,2011,26602,1761.0,345026.0,20.33
4605,Brazil,Wheat,2011,26602,1761.0,345026.0,
4606,Brazil,Wheat,2011,26602,1761.0,345026.0,18.82
4607,Brazil,Wheat,2011,26602,1761.0,345026.0,25.89
4608,Brazil,Wheat,2011,26602,1761.0,345026.0,24.32
4609,Brazil,Wheat,2011,26602,1761.0,345026.0,25.28
4610,Brazil,Yams,2011,96414,1761.0,345026.0,21.74
4611,Brazil,Yams,2011,96414,1761.0,345026.0,20.33
4612,Brazil,Yams,2011,96414,1761.0,345026.0,18.01
4613,Brazil,Yams,2011,96414,1761.0,345026.0,18.01
4614,Brazil,Yams,2011,96414,1761.0,345026.0,27.36
4615,Brazil,Yams,2011,96414,1761.0,345026.0,20.33
4616,Brazil,Yams,2011,96414,1761.0,345026.0,
4617,Brazil,Yams,2011,96414,1761.0,345026.0,18.82
4618,Brazil,Yams,2011,96414,1761.0,345026.0,25.89
4619,Brazil,Yams,2011,96414,1761.0,345026.0,24.32
4620,Brazil,Yams,2011,96414,1761.0,345026.0,25.28
4621,Brazil,Cassava,2012,136118,1761.0,346583.0,22.16
4622,Brazil,Cassava,2012,136118,1761.0,346583.0,21.02
4623,Brazil,Cassava,2012,136118,1761.0,346583.0,18.8
4624,Brazil,Cassava,2012,136118,1761.0,346583.0,18.8
4625,Brazil,Cassava,2012,136118,1761.0,346583.0,28.21
